,dates,headline,section_name,abstract,Format_date,Tag
2,2003-04-11T05:00:00+0000,"Far From the Battle, Marines Wait to Fight or to Go Home",World,"American marines at old airfield in Qalat Sukkar, two hundred miles south of Baghdad, wait for orders to fight or go home; they are somewhere between fighting and victory, and senior officers of artillery unit are intent on keeping then alert for battle; there remain several towns and small cities that allied troops bypassed and that intelligence reports now suggest may be dens of paramilitary activity; marines spend day doing maintenance work on their vehicles and otherwise relaxing; Col Ron Bailey, on brief visit with artillery battalion, says he is wary of paramilitary confrontations; urges marines to remain alert during current lull; photo; map (M)",4/11/2003,
3,2003-04-09T05:00:00+0000,Looters Empty Government Offices as U.S. Tightens Grip on Capital,World,"Iraqis danced, tore up pictures of Saddam Hussein and looted major sites in Baghdad today as uniformed soldiers and police disappeared from the streets.",4/9/2003,
4,2003-04-07T05:00:00+0000,18 Die as U.S. Airstrike Mistakenly Hits Kurdish Force,World,"American airstrike mistakenly hits convoy of American and Kurdish soldiers in northern Iraq, killing 18 Kurds and wounding more than 45 others, including brother and son of Massoud Barzani, leader of Kurdistan Democratic Party; plane bombed 8 to 10 sports utility vehicles and trucks that were parked at least a mile from front line, and at least five of vehicles had blaze-orange markings on their roofs meant to warn American pilot; photos (M)",4/7/2003,
5,2003-03-13T05:00:00+0000,Two Israeli Security Guards Mistakenly Killed,World,Israeli troops and a helicopter gunship mistakenly killed two Israeli security guards in civilian clothes.,3/13/2003,
6,2003-06-18T05:00:00+0000,Palestinian Factions Talk; Israel Said to Alter Assassination Policy,World,"Today was, in all, a day of little public progress on the new American-led peace plan dubbed the ""road map.""",6/18/2003,
7,2003-03-28T05:00:00+0000,British Ship Docks at Iraqi Port With Relief Supplies,World,"A British ship loaded with food and medical supplies docked today at Amm Qsar, a strategic Iraqi port.",3/28/2003,
8,2003-04-27T05:00:00+0000,"Dressed Up Amid Disorder, Unarmed Officers Stand Idle",World,"Baghdad's police force is being slowly reorganized after disbanding in face of US advance, but neighborhood police stations and their officers, who once provided reliable local presence, are still mostly unarmed and waiting for orders; photo (S)",4/27/2003,
9,2003-03-23T05:00:00+0000,Kashmiri Militant Who Urged Dialogue Is Killed,World,A Kashmiri militant who had tried to lay the groundwork for a dialogue with the Indian government was assassinated in Kashmir today.,3/23/2003,
0,2003-06-26T05:00:00+0000,World Briefing: Europe,World,ITALY: Challenge To Immunity Law; ITALY: Working Vacation; SERBIA: Last Danube Debris Cleared; POLAND: Abortion Boat Fined; DENMARK: Note To Winona; GREECE: Captain Of Seized Ship In Court;.,6/26/2003,
1,2003-04-15T05:00:00+0000,London Journal; Coming In (Toll Free) On 2 Wheels and Prayer,World,"Scooter riders have proliferated in London, Eng, since Feb 17, when authorities introduced charge equivalent to $7.75 on cars and trucks entering central London during weekday business hours, but exempted motorcycles and scooters from charge; fee is considered one of world's most ambitious and riskiest adventures in combating congestion; road safety officer reports growing number of scooter accidents; photos; map (M)",4/15/2003,
2,2003-02-15T05:00:00+0000,"London driver, toll is for thee",World,"LONDON:—  Gray London is a long way from the sunny Riviera, but sales of Italian scooters are careering along like out-of-control Vespas. ",2/15/2003,
3,2003-04-05T05:00:00+0000,"In Afghanistan, Helping Can Be Deadly",World,"Killing of Ricardo Munguia, Red Cross water engineer in Afghanistan, by suspected Taliban members underscores increasingly dire circumstances around delivering aid to southern Afghanistan, where US military continues to wage war against Taliban militants, and reveals deep unease among aid workers about dangers they face and their fear that aid programs will be cut or curtailed because of such killings; some aid workers accuse United Nations Assistance Mission in Afghanistn of playing down gravity of their predicament; Munguia's killing is described as both random and calcuated (M)",4/5/2003,
4,2003-03-22T05:00:00+0000,Living with risk : On the edge in Zamboanga,World,"ZAMBOANGA, Philippines—  Imagine choosing to move into a place so far beyond normal travel warnings that the country's own government warns foreigners to stay out. ",3/22/2003,
5,2003-02-25T05:00:00+0000,World Briefing | Europe: Austria: Far-Right Party In Coalition Talks,World,Chancellor Wolfgang Schussel's conservative Austrian People's Party begins talks with far-right Freedom Party on forming goverment (S),2/25/2003,
6,2003-06-29T05:00:00+0000,A Boom From Oil Transforms a Russian Island,World,a boom from oil transf,6/29/2003,
7,2003-05-31T05:00:00+0000,Bomb Kills 2 Spanish Police Officers; Basque Group Suspected,World,"Spanish government blames Basque separatist group ETA for bomb placed under police car that killed two officers and left third seriously wounded; first terrorist killing since February occurs in Sanguesa in autonomous region of Navarre, area claimed as Basque by separatists; attack is condemned by all political parties (M)",5/31/2003,
8,2003-06-24T05:00:00+0000,Power Moves May Be Uniting Hard-Liners in Iraq and Iran,World,"Aides to Moktada al-Sadr, hard-line Iraqi Shiite cleric, say that he met with top Iranian leaders Ayatollah Ali Khamenei, Mahmoud Hashemi Shahroudi and Ali Akbar Hashemi Rafsanjani, and that they offered Iraqi people humanitarian aid and moral support; contacts could be part of attempt by conservative forces in Iran to maintain power and for their Iraqi counterparts to achieve power and impose Iranian-like theocracy (M)",6/24/2003,
9,2003-03-20T05:00:00+0000,Back to the Game,World,"Patrons at Little Italy, New York City, tavern pay little attention to start of war in Iraq (S)",3/20/2003,
0,2003-02-24T05:00:00+0000,"Valcourt Journal; Earthlings, the Prophet of Clone Is Alive in Quebec",World,"Interview with Prophet Rael, leader of Raelian movement that claims 60,000 adherents worldwide and teaches that man was created by cloning techniques mastered by otherworldly aliens many years ago; he was born Claude Vorilhon; photos; maps (M)",2/24/2003,
1,2003-06-26T05:00:00+0000,"Paris Journal; Who's Humming at Opera? Believe It or Not, Bees",World,"Rooftop of Palais Garnier, Paris opera house, serves as home to hives of bees tended by beekeeper Jean Paucton; photo (Paris Journal) (M)",6/26/2003,
2,2003-04-10T05:00:00+0000,"Far From the Cheering Crowds, Marines in 'Standby Mode'",World,"In the dusty backlots of the war in Iraq, Marines ask if they are in war mode or peacekeeping mode.",4/10/2003,
3,2003-03-14T05:00:00+0000,2 Israeli Guards Mistakenly Killed by Own Troops,World,"Israeli troops and helicopter gunship, on high alert for possible Palestinian attack, open fire with automatic weapons in southern West Bank and mistakenly kill two Israeli security gaurds in civilian clothes; shooting renews sharp debate on Israeli Army's policies about when soldiers can open fire, rules Palestinians and human rights groups say are often ignored; army has also acknowledged second shooting error by troops, in northern Gaza Strip; says army foot patrol shot and wounded two Palestinian men handling pipes similar to launching tube used to fire rocket in same area days before; Israeli officials confirm unpublished report by security services that puts number of Palestinian civilian deaths at 365 out of 1,949 Palestinians killed in current round of fighting; Palestinian groups say number of civilians killed is much higher; on Israeli side, more than 720 have been killed, vast majority civilians, since Sept 2000; photo (M)",3/14/2003,
4,2003-02-22T05:00:00+0000,Use of Dangerous Materials Cited in Korean Subway Fire,World,"Investigators looking into fire that took lives of more than 130 people on two subway trains in Taegu, South Korea, focus on flammable materials, especially seat covers, as main reason so many lives were lost; blaze was set off when man ignited container of paint thinner with cigarette lighter; photo (M)",2/22/2003,
5,2003-03-18T05:00:00+0000,World Briefing | Asia: Hong Kong: Financial Chief Urged To Quit,World,"Hong Kong opposition politicians demand resignation of Financial Secretary Antony Leung questioning his personal car purchase five weeks before he announced tax increase on cars; Leung, who holds purchase was because wife was expecting new baby not to evade taxes, has offered to resign, but Hong Kong territory Chief Executive Tung Chee-hwa has refused resignation instead issuing official reprimand (S)",3/18/2003,
